CUST #,DESCRIPTION,ADDR1,CITY,ST,ZIP CODE,ROUTE,Milk-CD Half Pints,Milk-5Gal,Milk Gals-Country Dairy,Milk Gals-Cedar Cr,Milk Hgls-Country Dairy,Milk Pints-Country Dairy,Milk Qts-Country Dairy,Mix-Country Dairy,WF Gallons,WF Hgls,TOTAL CASES
232838,Exit 76 #166 Apple Island,7211 E Apple Ave,Muskegon,MI,49422,660,0,0,5,0,3,7,5,0,0,0,20
232836,Exit 76 #181 Grand Ledge,10945 W Grand River Hwy,Grand Ledge,MI,48837,243,0,0,2,0,1,3,2,0,0,0,8
10129,Exit 76 Allendale Quick,6209 Lake Michigan Dr,Allendale,MI,49401-8305,119,0,0,6,0,2,3,2,0,0,0,13
50740,Exit 76 Alpine,1764 Alpine,Grand Rapids,MI,49504-2704,106,0,0,6,0,5,5,8,0,0,0,24
232829,Exit 76 Burton Mobil #142,335 Burton St. SW,Grand Rapids,MI,49507-2704,114,,0,4,0,1,1,1,0,0,0,7
232526,Exit 76 Ctryside*D Mobil,4842 Port Sheldon,Hudsonville,MI,49426-2704,663,0,0,8,0,3,7,2,0,0,0,20
232534,Exit 76 Fallasburg Mobil,432 Lincoln Lake Ave SE,Lowell,MI,49331-2704,115,0,0,10,0,2,4,3,0,0,0,19
50745,Exit 76 Kountry Korner,2977 W Remus Rd,Mt Pleasant,MI,48858-1818,481,0,0,4,0,1,5,4,0,0,0,14
130570,Exit 76 Meadowbrook Mobil,4919 Town Center Dr SE,Grand Rapids,MI,49512-2704,107,0,0,0,0,1,4,4,0,0,0,9
232831,Exit 76 Middleville,505 Town Center Drive,Middleville,MI,49333-2704,104,0,0,8,0,5,6,8,0,0,0,27
232533,Exit 76 Noonday Market,1150 129th,Wayland,MI,49348-2704,113,0,0,5,0,1,4,5,0,0,0,15
232834,Exit 76 Otsego #162,552 Lincoln Rd,Otsego,MI,49078-2704,113,0,0,4,0,2,5,2,0,0,0,13
232833,Exit 76 Owosso #156,917 E Main St,Owosso,MI,48867-2704,483,0,0,4,0,4,8,10,0,0,0,26
232832,Exit 76 Post Drive,1604 Post Dr NE,Belmont,MI,49306-2704,106,0,0,6,0,3,4,3,0,0,0,16
190909,Exit 76 Shaver Rd #164,9950 Shaver Rd,Portage,MI,49024-2704,101,0,0,2,0,1,2,0,0,0,0,5
220075,Exit 76 Valley VW *D Mobi,4200 32nd Ave,Hudsonville,MI,49426-2704,663,0,0,3,0,1,2,3,0,0,0,9
50741,Exit 76 York Creek,4258 Alpine Ave,Comstock Park,MI,49321-2704,106,0,0,4,0,4,2,2,0,0,0,12
50715,Exit 76-76th & 131 Dairy,460 - 76th St SW,Byron Center,MI,49315-8305,104,0,0,3,0,2,4,7,0,0,0,16
50733,Exit 76-8th Ave,4461 8th Ave,Grandville,MI,49418-8305,104,0,0,5,0,1,2,2,0,0,0,10
220087,Exit 76-Boyne City Marath,201 S Lake St,Boyne City,MI,49712,372,0,0,0,0,3,2,3,0,0,0,8
50749,Exit 76-Byron Corner Mara,8391 Byron Center Ave SW,Byron Center,MI,49315-8305,104,0,0,2,0,0,1,1,0,0,0,4
50732,Exit 76-Cadillac,2560 E Division,Cadillac,MI,49601-8305,766,0,0,5,0,2,4,3,0,0,0,14
50725,Exit 76-Carriage Marathon,3010 E. Lake Lansing Rd,East Lansing,MI,48823-1818,244,0,0,2,0,1,0,1,0,0,0,4
220078,Exit 76-Chalet Marathon,1041 W Main,Gaylord,MI,49735,371,0,0,2,0,0,7,0,0,0,0,9
220077,Exit 76-Clare Marathon,10197 S Clare Ave,Clare,MI,48617,481,0,0,0,0,1,4,2,0,0,0,7
50728,Exit 76-Clyde Park,4404 Clyde Park,Wyoming,MI,49509-8305,107,0,0,12,0,5,9,5,0,0,0,31
52246,Exit 76-Coopersville,329 S 48th Ave,Coopersville,MI,49404-8305,119,0,0,11,0,8,10,11,0,0,0,40
31762,Exit 76-Cottonwood,8407 Cottonwood,Jenison,MI,49428-8305,106,0,0,4,0,2,2,2,0,0,0,10
50744,Exit 76-Dorr Truck Stop,1311 142nd Ave,Dorr,MI,49348-8305,113,0,0,3,0,0,5,5,0,0,0,13
59003,Exit 76-East Lansing,1198 S. Harrison,East Lansing,MI,48823-1818,244,,0,1,0,1,1,1,0,0,0,4
220088,Exit 76-Gaylord Marathon,605 S Otsego Ave,Gaylord,MI,49735,371,0,0,1,0,1,2,0,0,0,0,4
31763,Exit 76-Georgetown #149,2271 Port Sheldon St,Jenison,MI,49428-8305,102,0,0,1,0,1,6,4,0,0,0,12
50742,Exit 76-Gezon,5568 Byron Center Ave,Grand Rapids,MI,49509-8305,107,0,0,2,0,2,3,1,0,0,0,8
220083,Exit 76-Grayling Marathon,601 N James St,Grayling,MI,49738,371,0,0,1,0,0,1,1,0,0,0,3
81756,Exit 76-Hamilton Mobil Ma,3604 Lincoln Rd,Hamilton,MI,49419-8305,103,0,0,1,0,1,0,1,0,0,0,3
52233,Exit 76-Hart #143,4220 W Polk Rd,Hart,MI,49420-8305,662,0,0,4,0,2,4,2,0,0,0,12
220080,Exit 76-Hilltop Marathon,900 Marlette Rd,Waters,MI,49797,371,0,0,2,0,3,2,0,0,0,0,7
130370,Exit 76-Howard City Mobil,580 West Shaw,Howard City,MI,49329-8305,765,0,0,1,0,1,1,0,0,0,0,3
103214,Exit 76-Jenison Mobil,1991 Baldwin,Jenison,MI,49428-8305,114,0,0,3,0,0,1,0,0,0,0,4
220084,Exit 76-Kalkaska Marathon,207 N Cedar St,Kalkaska,MI,49646,371,0,0,2,0,0,2,4,0,0,0,8
50712,Exit 76-Laingsburg,201 W Grand River Rd,Laingsburg,MI,48848-1818,243,0,0,4,0,1,3,2,0,0,0,10
120416,Exit 76-Lake Belle Vista,6485 Belding Rd,Rockford,MI,49341-8305,115,0,0,4,0,2,3,0,0,0,0,9
220086,Exit 76-Lewiston Marathon,5021 County Rd 612,Lewiston,MI,49770,372,0,0,2,0,1,0,1,0,0,0,4
50719,Exit 76-Lowell,4475 Alden NashAve,Lowell,MI,49331-8305,104,0,0,4,0,1,6,7,0,0,0,18
130369,Exit 76-M 46 Truck Stop,19504 W. Edgar Rd,Howard City,MI,49329-8305,765,0,0,5,0,3,3,6,0,0,0,17
50747,Exit 76-Mall View #150,293 84th Street,Byron Center,MI,49315-8305,104,0,0,2,0,1,2,0,0,0,0,5
130533,Exit 76-Northern Springs,3620 14 Mile Rd,Rockford,MI,49341-8305,106,0,0,5,0,3,1,3,0,0,0,12
150106,Exit 76-Oasis Mobil,9673 Adams St,Holland,MI,49423-8305,103,0,0,5,0,2,4,2,0,0,0,13
59004,Exit 76-Olive Township,6363 136th St,Holland,MI,49424-8305,663,0,0,4,0,1,3,2,0,0,0,10
160004,Exit 76-Park Township,1140 Ottawa Beach Rd,Holland,MI,49423-8305,115,0,0,6,0,3,1,1,0,0,0,11
220085,Exit 76-Petoskey Marathon,411 W Mitchell St,Petoskey,MI,49646,372,0,0,3,0,1,2,2,0,0,0,8
50724,Exit 76-Pierson,21774 W. Cannonsville,Pierson,MI,49339-8305,765,0,0,4,0,2,2,1,0,0,0,9
50739,Exit 76-Pit Stop,2257 Chicago Dr,Wyoming,MI,49509-8305,108,0,0,1,0,1,2,1,0,0,0,5
161392,Exit 76-Plainfield Mart I,2171 Plainfield,Grand Rapids,MI,49505-8305,106,0,0,3,0,2,2,2,0,0,0,9
180971,Exit 76-Remembrance Quick,3434 Remembrance Rd,Grand Rapids,MI,49504-8305,114,0,0,5,0,3,2,2,0,0,0,12
180976,Exit 76-Rockford Mobil Ma,8501 Algoma Rd,Rockford,MI,49341-8305,106,0,0,4,0,2,4,3,0,0,0,13
50743,Exit 76-South Express #15,119 100th Street,Byron Center,MI,49315-8305,104,,0,8,0,3,10,5,0,0,0,26
190913,Exit 76-Stanton Mobil,319 W Main,Stanton,MI,48888-8305,765,0,0,2,0,1,4,1,0,0,0,8
220081,Exit 76-Stony Hill Marath,1298 m-32 E,Gaylord,MI,49735,371,0,0,4,0,0,2,0,0,0,0,6
190914,Exit 76-Sunnybrook,4380 Kenowa SW,Grandville,MI,49418-8305,102,0,0,2,0,2,3,1,0,0,0,8
50748,Exit 76-Tulip City Truck,4360 Lincoln Rd,Holland,MI,49423-8305,103,0,0,1,0,1,2,4,0,0,0,8
52234,Exit 76-Twin Lake#144,5536 Holton Rd,Twin Lake,MI,49457-8305,662,0,0,7,0,2,3,5,0,0,0,17
230625,Exit 76-Walker Quik Mart,1229 Walker NW,Grand Rapids,MI,49504-8305,114,0,0,8,0,3,3,4,0,0,0,18
230628,Exit 76-Walker View Dairy,3360 Walker Ave,Grand Rapids,MI,49544-8305,106,0,0,3,0,2,7,6,0,0,0,18
230651,Exit 76-Westshore Milk,12575 Riley St,Holland,MI,49424-8305,115,0,0,4,0,3,5,6,0,0,0,18
50730,Exit 76-Wilson I/C,6066 Wilson Ave,Wyoming,MI,49519-8305,107,0,0,4,0,2,4,3,0,0,0,13
232523,Exit 76-Windmill Mobil,1122 Lincoln,Holland,MI,49423-8305,115,0,0,4,0,3,5,2,0,0,0,14
30413,Exit76-Cedar Rock,11800 Northland Drive,Rockford,MI,49341-8305,106,0,0,9,0,2,9,4,0,0,0,24
232527,Express Mart - Ludington,5587 W US 10,Ludington,MI,49431-2902,661,0,0,2,0,1,1,1,0,0,0,5
11403,Express Stop #4638,8830 Main St,Birch Run,MI,48415-2902,480,0,0,1,0,0,2,0,0,0,0,3
11404,Express Stop #4639,56 North Tuscola,Bay City,MI,48708-2902,482,0,0,1,0,0,1,1,0,0,0,3
11406,Express Stop #4641,105 West Saginaw,Merrill,MI,48744-2902,483,0,0,1,0,1,2,3,0,0,0,7
11409,Express Stop #4644,520 Pinconning Rd,Pinconning,MI,48650-2902,484,0,0,2,0,0,2,1,0,0,0,5
11412,Express Stop #4647,3670 East Washington Ave,Saginaw,MI,48601-2902,482,0,0,2,0,1,2,0,0,0,0,5
11413,Express Stop #4648,4480 State St,Saginaw,MI,48603-2902,482,0,0,1,0,1,1,2,0,0,0,5
11426,Express Stop #4659,9050 M-52,Manchester,MI,48158-2902,245,0,0,2,0,1,2,0,0,0,0,5
11428,Express Stop #4661,110 South Jackson St,Hanover,MI,49241-2902,245,0,0,1,0,1,2,4,0,0,0,8
11431,Express Stop #4664,4749 Knowles Rd,North Adams,MI,49262-2902,245,0,0,1,0,0,1,2,0,0,0,4
11435,Express Stop #4668,4610 South M-52,Stockbridge,MI,49285-2902,242,0,0,1,0,1,2,1,0,0,0,5
11437,Express Stop #4671,6553 Main St,Cass City,MI,48726-2902,480,0,0,1,0,0,3,0,0,0,0,4
11441,Express Stop #4675,366 E North Territorial Rd,Whitmore Lake,MI,48189-2902,557,0,0,1,0,1,2,0,0,0,0,4
11442,Express Stop #4676,1601 W Morrell St,Jackson,MI,49203-2902,245,,0,1,0,0,3,0,0,0,0,4
11448,Express Stop #4682,4200 West Dickman Rd,Battle Creek,MI,49037-2902,110,0,0,1,0,0,2,2,0,0,0,5
11451,Express Stop #4685,170 Capital Ave SW,Battle Creek,MI,49015-2902,110,0,0,2,0,0,2,1,0,0,0,5
11452,Express Stop #4686,5195 Beckley Rd,Battle Creek,MI,49015-2902,110,0,0,0,0,2,1,0,0,0,0,3
11453,Express Stop #4687,26778 M-43 Hwy,Paw Paw,MI,49079-2902,101,0,0,1,0,1,2,0,0,0,0,4
11454,Express Stop #4688,737 Capital Ave SW,Battle Creek,MI,49015-2902,110,0,0,1,0,1,3,0,0,0,0,5
60030,Fabianos Westside Grocery,751 W. Grand River,Portland,MI,48875-1320,243,0,0,0,0,1,2,2,0,0,0,5
60044,Fairview Food Mart IC,1508 N. Abbe Road,Fairview,MI,48621-6610,372,0,0,0,0,1,0,2,0,0,0,3
60043,Fairview Food Mart MILK,1508 N. Abbe Road,Fairview,MI,48621-6610,372,0,0,27,0,6,0,1,0,0,0,34
60732,Family Fare CD-137 Allend,6380 Lake Michigan Dr,Allendale,MI,49401-2206,119,0,0,9,0,4,0,0,0,0,0,13
60777,Family Fare CD-239 George,6480 - 28th Ave,Hudsonville,MI,49426-2206,102,0,0,6,0,3,0,0,0,0,0,9
50876,Fastlane - Akron #170,6472 M 25,Akron,MI,48701-2902,482,0,0,3,0,0,2,1,0,0,0,6
50812,Fastlane - Brighton #15,602 Grand River Ave,Brighton,MI,48116-3080,242,0,0,2,0,1,3,3,0,0,0,9
50874,Fastlane - Chesaning #111,15815 South Oakley,Chesaning,MI,48616-2902,483,0,0,3,0,3,4,0,0,0,0,10
50878,Fastlane - Jackson #173,6206 Rives Junction,Jackson,MI,49201,245,0,0,2,0,1,2,1,0,0,0,6
50870,Fastlane- Litchfield #16,159 Marshall St,Litchfield,MI,49252-3080,245,0,0,2,0,0,4,2,0,0,0,8
50871,Fastlane - Mason #144,551 West Columbia St,Mason,MI,48854-2902,242,0,0,0,0,1,2,1,0,0,0,4
50872,Fastlane - Mt. Morris #13,8010 North Dort Hwy,Mt Morris,MI,48458-2902,480,0,0,3,0,0,1,2,0,0,0,6
50879,Fastlane - Parma,2428 N Dearing Rd,Parma,MI,49269,245,0,0,2,0,2,3,2,0,0,0,9
50873,Fastlane - Saginaw #113,3540 State St,Saginaw,MI,48602-2902,482,0,0,1,0,1,1,0,0,0,0,3
60391,Fate's Mecosta Mini Mart,198 E Main Street,Mecosta,MI,49332,764,,0,9,0,1,2,2,0,0,0,14
60390,Fate's Mini Mart,100 W Wheatland,Remus,MI,49340,764,0,0,3,0,1,4,1,0,0,0,9
60500,Fennville High Sch (KEY #,5 North Memorial Dr,Fennville,MI,49408-0009,119,21,0,0,0,0,0,0,0,0,0,21
60501,Fennville Middle (KEY #14,1 North Memorial Dr,Fennville,MI,49408-0009,119,14,0,0,0,0,0,0,0,0,0,14
60000,Fick's Market Sunoco,2490 N. Elba Rd,Lapeer,MI,48446-2902,1005,0,0,0,0,2,2,1,0,0,0,5
60011,Fireside Coffee Co.,3239 Elms Road,Swartz Creek,MI,48473,241,0,0,3,0,0,0,0,0,0,0,3
61373,Fleck's Fresh Mart #180,415 S Main Street,Standish,MI,48658-6610,484,0,0,0,0,1,2,1,0,0,0,4
132120,Flem Marathon Bloomingdal,111 E Kalamazoo,Bloomingdale,MI,49026-2902,113,0,0,3,0,0,2,1,0,0,0,6
132121,Flem Marathon S Haven,1076 Phoenix Street,South Haven,MI,49090-2902,119,0,0,1,0,2,2,1,0,0,0,6
132126,Flem Marathon Stevens,4108 Red Arrow Hwy,Stevensville,MI,49127-2902,117,0,0,1,0,0,1,1,0,0,0,3
192120,Flem Shell Allegan,458 Water Street,Allegan,MI,49010-2902,103,0,0,1,0,1,1,1,0,0,0,4
192121,Flem Shell Bangor,109 Monroe Street,Bangor,MI,49013-2902,113,0,0,4,0,1,4,4,0,0,0,13
192126,Flem Shell Fennville,2398 68th Street,Fennville,MI,49408-2902,119,0,0,2,0,1,1,2,0,0,0,6
192123,Flem Shell Fennville,202 West Main Street,Fennville,MI,49408-2902,119,0,0,8,0,2,4,4,0,0,0,18
192124,Flem Shell Gobles,101 North State Street,Gobles,MI,49055-2902,113,0,0,2,0,2,4,2,0,0,0,10
192128,Flem Shell Mattawan,54312 N. Main Street,Mattawan,MI,49071-2902,101,0,0,0,0,1,3,3,0,0,0,7
132124,Flem Shell Milburg,4781 Territorial Road,Benton Harbor,MI,49022-2902,107,0,0,3,0,1,2,2,0,0,0,8
132127,Flem Shell Riv Coloma,3468 Coloma Road,Coloma,MI,49022-2902,107,0,0,4,0,3,2,4,0,0,0,13
192129,Flem Shell S Haven,1551 Phoenix Street,South Haven,MI,49090-2902,119,0,0,4,0,2,2,2,0,0,0,10
192122,Flem Shell Saugatuck,6380 Blue Star Hwy,Saugatuck,MI,49453-2902,119,0,0,2,0,2,4,2,0,0,0,10
192130,Flem Shell South Haven,469 Broadway Street,South Haven,MI,49090-2902,119,0,0,3,0,1,2,2,0,0,0,8
132125,Flem Shell St Joe,2600 Niles Road,St Joseph,MI,49085-2902,117,0,0,3,0,1,2,2,0,0,0,8
192127,Flem Shell Tr St S Haven,13781 M 140,South Haven,MI,49090-2902,119,0,0,3,0,1,4,1,0,0,0,9
60105,Flushing Central Elem,525 Coutant St,Flushing,MI,48433-6610,483,40,0,0,0,0,0,0,0,0,0,40
60106,Flushing ECC,409 Chamberlain St,Flushing,MI,48433-6610,483,46,0,0,0,0,0,0,0,0,0,46
60107,Flushing Elms Elem,6125 N. Elms Rd,Flushing,MI,48433-6610,483,30,0,0,0,0,0,0,0,0,0,30
60103,Flushing High,5039 Deland Rd,Flushing,MI,48433-6610,483,44,0,0,0,0,0,0,0,0,0,44
60104,Flushing Middle,8100 W. Carpenter Rd,Flushing,MI,48433-6610,483,25,0,0,0,0,0,0,0,0,0,25
60108,Flushing Seymour Elem,3088 N. Seymour Rd,Flushing,MI,48433-6610,483,20,0,0,0,0,0,0,0,0,0,20
60109,Flushing Springview Elem,1233 Springview,Flushing,MI,48433-6610,483,31,0,0,0,0,0,0,0,0,0,31
60970,Forest Hills Dairy,4668 Cascade Rd SE,Grand Rapids,MI,49546-2206,115,0,0,26,0,4,0,4,0,0,0,34
192016,Fountain Market,4931 N. Cleveland St.,Fountain,MI,49410-2902,661,0,0,9,0,1,2,4,0,0,0,16
60018,Fox Lake General Store,220 Kenwood,Twin Lake,MI,49457-2902,662,0,0,2,0,0,0,0,0,0,0,2
60291,Frankfort Milky Way Inc.,750 Washington Ave,Frankfort,IN,46041,890,0,0,0,0,0,0,0,5,0,0,5
20970,Frank's Market,1118 Washington St.,Grand Haven,MI,49417-2902,660,0,0,2,0,1,1,0,0,0,0,4
60314,Freel's Market,1139 W Lake Street,Tawas,MI,48763-6610,484,0,0,0,0,1,1,1,0,0,0,3
60290,Fremont Christian School,208 Hillcrest Drive,Fremont,MI,49412-0009,764,4,0,0,0,0,0,0,0,0,0,4
60285,Fremont Daisy Brook Eleme,502 N Division Ave,Fremont,MI,49412-6522,764,20,0,0,0,0,0,0,0,0,0,20
60282,Fremont High School,5421 S Warner Ave,Fremont,MI,49412-6522,764,41,0,0,0,0,0,0,0,0,0,41
60283,Fremont Middle School,500 Woodrow St,Fremont,MI,49412-6522,764,27,0,0,0,0,0,0,0,0,0,27
60286,Fremont Pathfinder Elemen,109 W 44th St,Fremont,MI,49412-6522,764,27,0,0,0,0,0,0,0,0,0,27
61940,Frosty Boy GR (KEY #78 ),1757 Plainfield Ave,Grand Rapids,MI,49505-0011,106,0,0,0,0,0,0,0,26,0,0,26
62590,Frye's Gas & Grocery LLC,208 Pine Street,McBain,MI,49657-2902,766,0,0,5,0,0,2,0,0,0,0,7
70426,Gene's Family Market - Gr,33 E. State Rd.,Grant,MI,49337-2206,103,0,0,9,0,2,2,2,0,0,0,15
70429,Gene's Family Market - Ne,7303 S. Croton Hardy Dr.,Newaygo,MI,49327-2206,103,0,0,2,0,3,0,2,0,0,0,7
71458,Good Time Donut,214 E 8th St.,Holland,MI,49423,42,0,0,0,0,0,4,0,0,0,0,4
71595,Gordonville Company Inc.,1563 S Meridian Rd,Midland,MI,48640-6610,481,0,0,5,0,1,2,4,0,0,0,12
191025,Grand Rapids ChristianEve,1630 Griggs SE,Grand Rapids,MI,49506-6522,108,0,0,1,0,0,0,0,0,0,0,1
71123,Grant Elementary (KEY #96,160 E State Street,Grant,MI,49327,103,20,0,0,0,0,0,0,0,0,0,20
71121,Grant High School (KEY #9,331 E State Street,Grant,MI,49327,103,13,0,0,0,0,0,0,0,0,0,13
71501,Grant Liquor LLC,12633 Mason Dr,Grant,MI,49327,103,0,0,3,0,1,1,1,0,0,0,6
71124,Grant Middle School (KEY,96 E 120th Street,Grant,MI,49327,103,11,0,0,0,0,0,0,0,0,0,11
71125,Grant Primary Center,103 S Elder,Grant,MI,49327,103,14,0,0,0,0,0,0,0,0,0,14
70335,Great Lakes Ice Cream Co.,901 E. Ashman,Midland,MI,48642-6610,481,0,0,1,0,0,0,0,25,0,0,26
82635,Hamilton Food Center #352,3416 M-40,Hamilton,MI,49419,103,0,0,0,0,0,0,6,0,0,0,6
82670,Hansen's,3750 W. Polk Rd.,Hart,MI,49420-8305,662,0,0,57,0,29,5,9,0,0,0,100
180593,Hansens Quick Stop - 15,8998 E. M 21,Ovid,MI,48866-1818,240,0,0,2,0,2,4,2,0,0,0,10
180591,Hansens Quick Stop -16,709 W. State St.,Saint Johns,MI,48879-1818,243,0,0,3,0,0,4,4,0,0,0,11
82669,"Hanson's Party Store, Inc",19585 30th Ave,Barryton,MI,49305-2902,764,0,0,0,0,2,4,5,0,0,0,11
80037,Haslett HM Murphy Kids Co,1875 Lake Lansing Rd,Haslett,MI,48840-9613,244,0,0,0,0,1,0,0,0,0,0,1
80042,Haslett Ralya Elem KidsCo,5645 School,Haslett,MI,48840-9613,244,0,0,0,0,1,0,0,0,0,0,1
80045,Haslett Wilkshire Kids Co,5750 Academic Hwy,Haslett,MI,48840-9613,244,,0,0,0,1,0,0,0,0,0,1
82784,Heidi's Market,5522 North State,Davison,MI,48423-2902,1005,0,0,0,0,1,1,1,0,0,0,3
81104,Herald's Dairy Delight,220 E Main st,Carson City,MI,48811-0011,243,0,0,0,0,0,0,0,15,0,0,15
81146,Hersey Party Store,640 N. Main St.,Hersey,MI,49639-2902,764,0,0,4,0,3,1,1,0,0,0,9
160136,Hesperia Sunoco,309 S. Divison,Hesperia,MI,49421-2902,662,0,0,3,0,1,1,1,0,0,0,6
82054,Hill Top Food & Fuel Mobi,1612 142nd Ave,Dorr,MI,49323-2902,113,0,0,0,0,0,1,1,0,0,0,2
80090,Hilltop Party Store,12402-A Highland Rd,Hartland,MI,48353-3080,557,0,0,2,0,1,0,0,0,0,0,3
80089,Hilltop Soda Shoppe,7117 South St,Benzonia,MI,49616-1818,766,0,0,3,0,0,0,0,8,0,0,11
80120,Holland Christian High Sc,950 Ottawa Ave,Holland,MI,49423-9613,116,0,0,0,0,0,5,0,0,0,0,5
82268,Holton Stop 'n' Shop,8545 Holton Rd.,Holton,MI,49425-2902,662,0,0,2,0,0,1,1,0,0,0,4
80306,Home Town General Store,7906 N Welling Rd,Eureka,MI,48833,240,0,0,0,0,1,2,0,0,0,0,3
132851,Hometown Creamery,292 Western Ave Suite 101,Muskegon,MI,49440-0011,660,0,0,0,0,0,0,0,3,0,0,3
191175,Horrock's,4455 Breton Rd. SE,Kentwood,MI,49508-2206,107,0,0,0,0,2,2,3,0,0,0,7
81020,Hubbardston Market,131 Washington Street,Hubbardston,MI,48845-2206,243,0,0,0,0,0,0,1,0,0,0,1
81027,Hudson Gas & Food - Madis,2763 Madison SE,Grand Rapids,MI,49546-2902,102,0,0,3,0,1,1,1,0,0,0,6
82748,Hudsonville ECC,5535 School Ave,Hudsonville,MI,49426-0009,105,0,0,1,0,0,0,0,0,0,0,1
82739,Hudsonville 5/6Bldg@Georg,8175 36th Ave,Hudsonville,MI,49426,105,28,0,0,0,0,0,0,0,0,0,28
82726,Hudsonville Alward Elem,3811 Port Sheldon,Hudsonville,MI,49426-9613,105,27,0,0,0,0,0,0,0,0,0,27
82725,Hudsonville Baldwin Middl,3835 Baldwin,Hudsonville,MI,49426-9613,105,23,0,0,0,0,0,0,0,0,0,23
82727,Hudsonville Bauer Elem,8136 48th Ave,Hudsonville,MI,49426-9613,105,16,0,0,0,0,0,0,0,0,0,16
81036,Hudsonville Chris-Element,3435 Oak Street,Hudsonville,MI,49426-9613,105,14,0,0,0,0,0,0,0,0,0,14
82728,Hudsonville Forest Grove,1645 32nd Ave,Hudsonville,MI,49426-9613,105,13,0,0,0,0,0,0,0,0,0,13
82723,Hudsonville Freshman Camp,3370 Allen Street,Hudsonville,MI,49426-9613,105,30,0,0,0,0,0,0,0,0,0,30
81031,Hudsonville Gas & Food Da,4554 32nd Ave.,Hudsonville,MI,49426-2902,102,,0,1,0,0,1,1,0,0,0,3
82729,Hudsonville Georgetown El,3909 Baldwin,Hudsonville,MI,49426-9613,105,27,0,0,0,0,0,0,0,0,0,27
82738,Hudsonville HS Athletics,3370 Allen Street,Hudsonville,MI,49426-1320,105,0,0,0,0,0,8,0,0,0,0,8
82732,Hudsonville Jamestown Low,2522 Greenly,Hudsonville,MI,49426-9613,105,19,0,0,0,0,0,0,0,0,0,19
82730,Hudsonville Jamestown Upp,3291 Lincoln Ct,Hudsonville,MI,49426-9613,105,15,0,0,0,0,0,0,0,0,0,15
82731,Hudsonville Park Elementa,5525 Park Ave,Hudsonville,MI,49426-9613,105,20,0,0,0,0,0,0,0,0,0,20
82724,Hudsonville Riley Middle,2745 Riley Street,Hudsonville,MI,49426-9613,105,19,0,0,0,0,0,0,0,0,0,19
82722,Hudsonville Senior High,5037 32nd Ave,Hudsonville,MI,49426-9613,105,43,0,0,0,0,0,0,0,0,0,43
82733,Hudsonville South Element,4900 40th Ave,Hudsonville,MI,49426-9613,105,19,0,0,0,0,0,0,0,0,0,19
90340,"Ice Cream Garage, Inc.(KE",4010 Lake Michigan Drive,Walker,MI,49534-4525,106,0,0,0,0,0,0,0,1,0,0,1
90729,Idle Spur Market,5010 Lum Rd,Lum,MI,48412-4525,1005,0,0,1,0,0,0,0,0,0,0,1
90799,Independent Dairy - Monro,126 N. Telegraph,Monroe,MI,48162-3080,1002,0,0,3,0,2,0,0,0,0,0,5
90867,Insomnia Cookies 11 LLC,1229 South University Ave,Ann Arbor,MI,48104-4525,557,0,0,0,0,0,4,0,0,0,0,4
90871,Insomnia Cookies 27 LLC,2905 Howard Street,Kalamazoo,MI,49006-4525,101,0,0,0,0,0,3,0,0,0,0,3
90875,Insomnia Cookies 278 LLC,1218 Walton Blvd,Rochester Hills,MI,48307-1428,554,0,0,0,0,0,3,0,0,0,0,3
90873,Insomnia Cookies 30 LLC,733 West Cross Street,Ypsilanti,MI,48197-4525,557,0,0,0,0,0,3,0,0,0,0,3
90872,Insomnia Cookies 39 LLC,1620 S Mission Street,Mt Pleasant,MI,48858-4525,481,0,0,0,0,0,4,0,0,0,0,4
90260,Iorio's - Kentwood,4455 Breton Rd SE,Kentwood,MI,49508-4525,107,0,0,0,0,0,0,0,6,0,0,6
90262,Iorio's - Manchester,455 W Main Street,Manchester,MI,49508-4525,245,0,0,0,0,0,0,0,24,0,0,24
90259,Iorio's Horrocks - Lansin,7420 W Saginaw Hwy,Lansing,MI,48917-4525,243,0,0,0,0,0,0,0,8,0,0,8
100703,Jacks Corner Store,6330 Holton Rd,Twin Lake,MI,49457-8305,661,0,0,8,0,4,3,4,0,0,0,19
