CUST #,DESCRIPTION,ADDR1,CITY,ST,ZIP CODE,ROUTE,Milk-CD Half Pints,Milk-5Gal,Milk Gals-Country Dairy,Milk Gals-Cedar Cr,Milk Hgls-Country Dairy,Milk Pints-Country Dairy,Milk Qts-Country Dairy,Mix-Country Dairy,WF Gallons,WF Hgls,TOTAL CASES
100700,Jacks Corner Store Dairy,4190 Grand Haven Rd,Muskegon,MI,49441-8305,660,0,0,2,0,1,2,3,0,0,0,8
100715,Jacksonville Party Store,987 M-55,West Branch,MI,48661-6610,484,0,0,1,0,1,1,0,0,0,0,3
101863,Jenison Bauerwood Element,1443 Bauer,Jenison,MI,49428-9613,104,25,0,0,0,0,0,0,0,0,0,25
101864,Jenison Bursley Elementar,1195 Port Sheldon,Jenison,MI,49428-9613,104,27,0,0,0,0,0,0,0,0,0,27
101868,Jenison ECC,2950 Baldwin Street,Jenison,MI,49428-9613,104,14,0,0,0,0,0,0,0,0,0,14
101871,Jenison El Puente,2950 Baldwin St,Jenison,MI,49428-9613,104,22,0,0,0,0,0,0,0,0,0,22
101861,Jenison High/Central Kit,2140 Bauer Road,Jenison,MI,49428-9613,104,52,0,0,0,0,0,0,0,0,0,52
101873,Jenison Innovation Academ,800 Connie Street,Jenison,MI,49428-9613,104,3,0,0,0,0,0,0,0,0,0,3
101862,Jenison Jr High,8295 20th Avenue,Jenison,MI,49428-9613,104,34,0,0,0,0,0,0,0,0,0,34
101865,Jenison Pinewood Elementa,2405 Chippewa,Jenison,MI,49428-9613,104,14,0,0,0,0,0,0,0,0,0,14
101866,Jenison Rosewood Elementa,2370 Tyler Street,Jenison,MI,49428-9613,104,26,0,0,0,0,0,0,0,0,0,26
101867,Jenison Sandy Hill Elemen,1990 Baldwin,Jenison,MI,49428-9613,104,21,0,0,0,0,0,0,0,0,0,21
101843,Jerry's Dairy Freezer,101 E Jackson,Parker City,IN,47368,890,0,0,0,0,0,0,0,10,0,0,10
100881,Joe's Market,8406 Judevine Rd,Palo,MI,48870-2902,104,0,0,3,0,2,3,2,0,0,0,10
100896,John's Market (Mega Corp),6044 Main St.,Twin Lake,MI,49457-2902,662,0,0,1,0,1,0,0,0,0,0,2
112029,K & S Vending Services,50792 CR 652,Mattawan,MI,49071,101,0,0,0,0,0,152,0,0,0,0,152
103050,Kelloggs Bridge Grocery,9439 E North Down River Rd,Grayling,MI,49738-6610,371,0,0,2,0,1,0,1,0,0,0,4
103051,Kelly's Party Store,515 N. Huron Rd,Au Gres,MI,48703-1695,484,,0,1,0,0,0,1,0,0,0,2
110447,Keys - Covenant House Cen,2959 Martin Luther King Blvd,Detroit,MI,48208-7911,1009,0,0,0,0,0,7,0,0,0,0,7
120111,Keys - Loyola High School,15325 Pinehurst,Detroit,MI,48238-9613,1005,0,0,0,0,0,5,0,0,0,0,5
110795,Kingma's Market Dairy,2225 Plainfield NE,Grand Rapids,MI,49505-2528,106,0,0,35,0,11,0,3,0,0,0,49
112782,Kwik Mart,330 E. Maint St.,Walkerville,MI,49459-2528,662,0,0,4,0,1,0,0,0,0,0,5
119811,La Londes Market,4007 Jefferson Ave,Midland,MI,48624-1695,481,0,0,10,0,3,1,3,0,0,0,17
120385,La Tapatia,1546 Clyde Park,Wyoming,MI,49509-2528,102,0,0,0,0,2,0,0,0,0,0,2
119812,Laingsburg Sunoco,9978 Round Lake Rd,Laingsburg,MI,48848-1818,243,0,0,2,0,1,0,3,0,0,0,6
119830,Lake Fenton Devils Den St,4070 Lahring Rd,Fenton,MI,48451,241,0,0,2,0,0,0,0,0,0,0,2
121319,Lake General Store,9300 School St,Lake,MI,48632-1695,764,0,0,6,0,3,1,2,0,0,0,12
120081,Lakeshore High School,5771 Cleveland,Stevensville,MI,49127-9613,117,37,0,0,0,0,0,0,0,0,0,37
120083,Lakeshore Hollywood Elem,143 E John Beers Rd,Stevensville,MI,49127-9613,117,8,0,0,0,0,0,0,0,0,0,8
120071,Lakeshore Little People,821 Ottawa Avenue,Holland,MI,49423-9613,116,0,0,0,0,1,0,0,0,0,0,1
120082,Lakeshore Middle School,1459 W John Beers Rd,Stevensville,MI,49127-9613,117,35,0,0,0,0,0,0,0,0,0,35
120084,Lakeshore Roosevelt Eleme,5550 Dennis,Stevensville,MI,49127-9613,117,29,0,0,0,0,0,0,0,0,0,29
120085,Lakeshore Stewart Element,2750 Orchard,Stevensville,MI,49127-9613,117,26,0,0,0,0,0,0,0,0,0,26
121941,Lakeview High School,15060 S. Helmer Rd,Battle Creek,MI,49015-9613,110,68,0,0,0,0,0,0,0,0,0,68
121942,Lakeview Middle School,300 S. 28th Street,Battle Creek,MI,49015-9613,110,71,0,0,0,0,0,0,0,0,0,71
121946,Lakeview Minges Brook Ele,435 Lincoln Hill Dr,Battle Creek,MI,49015-9613,110,31,0,0,0,0,0,0,0,0,0,31
121944,Lakeview Prairieview Elem,1675 Iroquois Ave,Battle Creek,MI,49015-9613,110,24,0,0,0,0,0,0,0,0,0,24
121945,Lakeview Riverside Elem,650 Riverside Dr,Battle Creek,MI,49015-9613,110,29,0,0,0,0,0,0,0,0,0,29
121947,Lakeview St Joseph Cathol,63 24th Street North,Battle Creek,MI,49015-9613,110,5,0,0,0,0,0,0,0,0,0,5
121949,Lakeview St. Mark's Dayca,114 East Minges Road,Battle Creek,MI,49015-9613,110,0,0,0,0,0,3,0,0,0,0,3
121943,Lakeview Westlake Elem,1184 South 24th Street,Battle Creek,MI,49015-9613,110,23,0,0,0,0,0,0,0,0,0,23
120816,Lakewood Quick stop,184 East Kentwood,Twin Lake,MI,49457-2528,662,0,0,5,0,1,2,1,0,0,0,9
120381,Larkin Food Center,4350 N Eastman Rd,Midland,MI,48642-6610,481,0,0,0,0,0,2,0,0,0,0,2
121316,Laurels of Carson City,620 N Second St,Carson City,MI,48811-2206,243,0,0,6,0,0,0,0,0,0,0,6
121315,Laurels of Hudsonville,3650 Van Buren St,Hudsonville,MI,49426,663,0,0,6,0,0,0,0,0,0,0,6
123106,Lawton High School,68443 29th St,Lawton,MI,49065-0009,113,0,0,0,0,0,1,0,0,0,0,1
121013,Leonard & Walker Amoco Mi,1639 W. Leonard,Grand Rapids,MI,49504-2528,114,0,0,2,0,1,1,1,0,0,0,5
122038,Leslie High School,4141 Hull Rd,Leslie,MI,49251-9613,245,0,0,0,0,0,2,0,0,0,0,2
120397,Little Plaza Supermarket,2424 S. Division,Grand Rapids,MI,49507-2528,102,0,0,0,0,5,0,0,0,0,0,5
120100,Lower Hamlin Grocery,3611 N Jebavy Rd.,Ludington,MI,49431-8514,661,,0,0,0,1,0,0,0,0,0,1
119998,Lucky's Downtown I/C,24 S. Division,Grand Rapids,MI,49503-8514,114,0,0,0,0,0,2,0,0,0,0,2
120157,Ludington Elementary,5771 W Bryant Rd,Ludington,MI,49431-8305,661,66,0,0,0,0,0,0,0,0,0,66
120151,Ludington High School,508 N Washington Ave,Ludington,MI,49431-9613,661,18,0,0,0,0,0,0,0,0,0,18
120152,Ludington OJ De Jonge Mid,706 E Tinkam Ave,Ludington,MI,49431-8305,661,9,0,0,0,0,0,0,0,0,0,9
123119,Luke's Market,8856 Unionville Rd.,Sebewaing,MI,48759-9725,482,0,0,16,0,0,0,3,0,0,0,19
121208,Lyon Street Cafe,617 Lyon Street NE,Grand Rapids,MI,49503-8514,114,0,0,17,0,0,0,0,0,0,0,17
90348,M&A Mobil,3700 Chicago Dr.,Hudsonville,MI,49426-8514,663,0,0,0,0,1,1,0,0,0,0,2
130008,M-45 Market Express,4773 Lake Michigan Dr,Allendale,MI,49401-8514,119,0,0,10,0,3,4,3,0,0,0,20
132388,"M-50 Party Store, Inc.",4050 E. Clinton Trail,Charlotte,MI,48813-8514,245,0,0,5,0,2,1,0,0,0,0,8
130004,M-55 Market,17275 Caberfae Hwy,Wellston,MI,49689-8514,766,0,0,2,0,1,0,1,0,0,0,4
130770,Mac's Farm Market,6738 N Academy Road,Edmore,MI,48829,765,0,0,2,0,1,0,0,0,0,0,3
131850,Magoo & Co. (Sunoco),32140 M-40,Paw Paw,MI,49071-8514,113,0,0,4,0,0,1,1,0,0,0,6
131874,Main Street C Store LLC,3440 Main St.,Deckerville,MI,48427-1695,480,0,0,3,0,1,2,4,0,0,0,10
130782,Mangat Kwik Stop LLC,792 S. Angola Rd.,Coldwater,MI,49036-8514,891,0,0,1,0,1,1,1,0,0,0,4
130793,Mantke's Mini Mart,60893 M-51,Dowagiac,MI,49047-8514,107,0,0,3,0,1,0,0,0,0,0,4
130714,Maple Island Marathon,831 Maple Island,Muskegon,MI,49442,660,0,0,0,0,1,1,1,0,0,0,3
131894,Maple Valley Market,106 W. Second St.,Trufant,MI,49347-8514,765,0,0,3,0,2,0,1,0,0,0,6
130349,"Marge's Donut Den, Inc.",1751 28th St SW,Wyoming,MI,49519,108,0,0,0,0,0,4,0,0,0,0,4
180608,Martha's Quick Stop #24,8464 Mt Morris Rd,Flushing,MI,48433,483,0,0,2,0,2,4,5,0,0,0,13
130454,Martha's Vineyard,200 Union NE,Grand Rapids,MI,49503-8514,114,0,0,8,0,5,1,1,0,0,0,15
130500,Mary's Kountry Korner,2005 N Melita Rd,Sterling,MI,48659-6610,484,0,0,6,0,2,2,0,0,0,0,10
130030,Mazz's Endzone Party Stor,224 N. Clinton,St Johns,MI,48879-1818,243,0,0,0,0,0,1,1,0,0,0,2
131691,McBain Elementary School,1 BROADCAST WAY,CADILLAC,MI,49601,766,34,0,0,0,0,0,0,0,0,0,34
131690,McBain Middle/High School,107 E Maple St,CADILLAC,MI,49601,766,9,0,0,0,0,0,0,0,0,0,9
131695,McBain Nursing Center LLC,220 S Hughston St,McBain,MI,49657,766,0,0,5,0,0,0,0,0,0,0,5
131989,McGregor's Country Store,3980 Henderson Lake Rd,Prescott,MI,48756-6610,484,0,0,2,0,1,1,2,0,0,0,6
130575,Merindorf Meat - Mason,2289 West Barnes Road,Mason,MI,48854-8514,242,0,0,5,0,2,1,0,0,0,0,8
130613,Merrill Gas LLC (Marathon,12025 South Merrill Rd,Brant,MI,48614-1695,483,0,0,9,0,2,1,2,0,0,0,14
130618,Merrill Middle/High Schoo,555 W. Alice St.,Merrill,MI,48637,483,,0,0,0,0,6,0,0,0,0,6
131515,Michigan Center Arnold El,4064 Page Ave,Michigan Center,MI,49254-1320,245,24,0,0,0,0,0,0,0,0,0,24
131511,Michigan Center Jr/Sr Hig,400 S. State,Michigan Center,MI,49254-1320,245,36,0,0,0,0,1,0,0,0,0,37
131513,Michigan Center Keicher E,137 5th Street,Michigan Center,MI,49254-1320,245,26,0,0,0,0,0,0,0,0,0,26
131512,Michigan Food Market,G 4508 Van Slyke Rd,Flint,MI,48507-8514,241,0,0,2,0,1,0,0,0,0,0,3
130220,Midway Party Store,3821 S. Evergreen,White Cloud,MI,49349-8514,764,0,0,1,0,1,2,1,0,0,0,5
131852,Mike's Country Grocery,2005 E Gordonville Rd,Midland,MI,48640-6610,481,0,0,2,0,1,2,1,0,0,0,6
32505,Milk and Honey,240 E Front St,Traverse City,MI,49684-1818,371,0,0,3,0,0,0,0,0,0,0,3
131396,Miller's Orchard,14711 Clinton River Rd,Sterling Heights,MI,48313-8514,1006,0,0,2,0,2,0,1,0,0,0,5
131434,Miners Grove,10 Miller Rd,East Tawas,MI,48730-6610,484,0,0,2,0,0,1,0,0,0,0,3
131912,Mobil-32 Mile,16500 32 Mile,Ray Township,MI,48096-8514,1005,0,0,0,0,2,2,2,0,0,0,6
131926,Mobil-Featherstone,749 Featherstone St.,Pontiac,MI,48342-2143,1004,0,0,0,0,0,0,1,0,0,0,1
131913,Mobil-Van Dyke,3983 Van Dyke,Almont,MI,48003-8514,1005,0,0,2,0,1,5,4,0,0,0,12
132071,Montague ECC,9151 Dicey St,Montague,MI,49437-9613,661,14,0,0,0,0,0,0,0,0,0,14
132079,Montague Foods,8718 Water Street,Montague,MI,49437-7911,661,0,0,53,0,25,3,8,0,0,0,89
132073,Montague High School,4900 Stanton Blvd,Montague,MI,49437-9613,661,13,8,0,0,0,0,0,0,0,0,21
132074,Montague Middle School,4700 Stanton Blvd,Montague,MI,49437-9613,661,5,10,0,0,0,0,0,0,0,0,15
132075,Montague RRO Elem,4859 Knudsen,Montague,MI,49437-9613,661,24,0,0,0,0,0,0,0,0,0,24
132068,Montrose Carter Elementar,200 Park St.,Montrose,MI,48457-6610,480,38,0,0,0,0,0,0,0,0,0,38
132066,Montrose Hill McCloy High,301 Nanita Dr.,Montrose,MI,48457-6610,480,45,0,0,0,0,0,0,0,0,0,45
132150,Moo To You Dairy Services,8200 Grand River,Brighton,MI,48114,50,0,0,0,0,54,139,69,0,0,0,262
131708,Morley Citgo,301 S. Cass St,Morley,MI,49336-8514,764,0,0,2,0,1,1,0,0,0,0,4
131710,Morley Depot I/C Shop,280 S Cass,Morley,MI,49336-8514,764,0,0,4,0,2,0,0,0,0,0,6
131555,Mr Burger Hudsonville,5835 Balsam Dr.,Hudsonville,MI,49426,114,0,0,2,0,0,0,0,0,0,0,2
131554,Mr. Bibs LLC,16421 Star Lake Dr,Baldwin,MI,49304-4525,103,0,0,0,0,0,1,0,0,0,0,1
131568,Mr. Grocery,53941 CR 388,Grand Junction,MI,49056-1768,113,,0,2,0,1,2,2,0,0,0,7
132078,Ms Fuels Inc,32050 Gratiot Ave.,Roseville,MI,48066-1768,1006,0,0,2,0,1,2,0,0,0,0,5
134273,MSU Duffy Daugherty Bldg,771 Chestnut Rd,East Lansing,MI,48824-1818,244,0,0,0,0,0,9,0,0,0,0,9
134274,MSU Football,771 Chestnut Rd,East Lansing,MI,48824-1818,244,0,0,0,0,0,5,0,0,0,0,5
134253,MSU Jenison Fieldhouse,48 Breslin Center,East Lansing,MI,48824-1818,244,0,0,0,0,0,29,0,0,0,0,29
130881,Mugg & Bopps #1,763 South Michigan Ave.,Howell,MI,48843-1818,242,0,0,6,0,5,9,9,0,0,0,29
130890,Mugg & Bopps #10,9925 Spencer Rd.,Brighton,MI,48114-1818,242,0,0,3,0,1,1,2,0,0,0,7
130904,Mugg & Bopps #11,5042 E Berry Rd,Pleasant Lake,MI,49272,245,0,0,2,0,1,1,1,0,0,0,5
130892,Mugg & Bopps #12,137 North Main,Perry,MI,48872-1818,243,0,0,3,0,1,2,1,0,0,0,7
130893,Mugg & Bopps #13,102 S. Morrice Rd.,Morrice,MI,48857-1818,243,0,0,5,0,2,1,2,0,0,0,10
130894,Mugg & Bopps #14,921 E. Grand River Rd.,Howell,MI,48843-1320,242,0,0,1,0,1,1,0,0,0,0,3
130895,Mugg & Bopps #15,9782 M-36,Whitmore Lake,MI,48189-1320,557,0,0,2,0,1,2,0,0,0,0,5
130896,Mugg & Bopps #16,329 N. Main St.,Munith,MI,49285-8305,245,0,0,6,0,2,2,3,0,0,0,13
130897,Mugg & Bopps #17,11055 Highland Rd.,Hartland,MI,48353-1818,557,0,0,4,0,2,4,5,0,0,0,15
130898,Mugg & Bopps #18,1644 Pinkney Rd.,Howell,MI,48843-1320,242,0,0,8,0,4,5,4,0,0,0,21
130899,Mugg & Bopps #19,7999 Mason Rd.,Fowlerville,MI,48836-8305,242,0,0,10,0,3,1,2,0,0,0,16
130882,Mugg & Bopps #2,202 N. Michigan Ave.,Howell,MI,48843-1818,242,0,0,1,0,0,1,0,0,0,0,2
130900,Mugg & Bopps #20 Chelsea,1630 S. Main Street,Chelsea,MI,48118-8305,245,0,0,1,0,1,1,1,0,0,0,4
130902,Mugg & Bopps #21 Howell,6801 Oak Grove Rd.,Howell,MI,48855-8305,242,0,0,5,0,2,3,2,0,0,0,12
130906,Mugg & Bopps #22 Chelsea,20490 M-52,Chelsea,MI,48118,245,0,0,2,0,1,1,1,0,0,0,5
130883,Mugg & Bopps #3,211 East Main St.,Pinckney,MI,48169-1818,242,0,0,3,0,1,1,2,0,0,0,7
130884,Mugg & Bopps #4,201 S. Clinton St.,Stockbridge,MI,49285-8305,242,0,0,4,0,2,1,2,0,0,0,9
130885,Mugg & Bopps #5,2940 Baker Rd.,Dexter,MI,48130-1818,557,0,0,1,0,0,3,2,0,0,0,6
130886,Mugg & Bopps #6,15241 North Holly Rd.,Holly,MI,48442-1428,241,0,0,2,0,1,2,2,0,0,0,7
130887,Mugg & Bopps #7,106 East M 36,Gregory,MI,48137-1818,242,0,0,6,0,2,3,4,0,0,0,15
130888,Mugg & Bopps #8,3864 Mount Hope Rd.,Grass Lake Twp,MI,49420-8305,245,,0,1,0,2,4,2,0,0,0,9
130889,Mugg & Bopps #9,433 Highland Rd.,Howell,MI,48843-1320,242,0,0,2,0,2,4,3,0,0,0,11
130846,Muir Mini Mart,296 E Maple St,Muir,MI,48860-1818,104,0,0,4,0,0,4,3,0,0,0,11
130875,Mulders Merchants,2131 Kalamazoo,Grand Rapids,MI,49507-1768,107,0,0,0,0,0,16,0,0,0,0,16
140258,Narrow Lake Country Store,8587 Narrow Lake Rd,Springport,MI,49284-1818,245,0,0,2,0,1,2,0,0,0,0,5
140249,Na-Tah-Ka,5826 N. Bass Lake Rd,Irons,MI,49644-4525,766,0,0,0,0,1,1,0,0,0,0,2
142027,Neimans Family Mkt D- May,E15 E Main Street,Mayville,MI,48744,480,0,0,0,0,2,5,2,0,0,0,9
141905,New Branches,3662 Poinsettia SE,Grand Rapids,MI,49508-0009,108,25,0,0,0,0,0,0,0,0,0,25
142032,New Lothrop High School,9285 Easton Rd,New Lothrop,MI,48460-6610,483,0,0,0,0,0,1,0,0,0,0,1
141895,Newaygo Elementary,29 E. Post St,Newaygo,MI,49337-9613,764,50,0,0,0,0,0,0,0,0,0,50
141897,Newaygo High School,200 East Street,Newaygo,MI,49337-9613,764,19,0,0,0,0,0,0,0,0,0,19
141904,Newaygo Medical Care Faci,4465 W 48th St,Fremont,MI,49412-9769,764,0,0,0,0,11,0,0,0,0,0,11
141896,Newaygo Middle School,850 E. 76th Street,Newaygo,MI,49337-9613,764,36,0,0,0,0,0,0,0,0,0,36
142022,Nick's 22nd St Steak Hous,48900 VanDyke,Utica,MI,48317,1005,0,0,2,0,0,0,0,0,0,0,2
200651,Niles Lucky Stop,2326 S. 11th St.,Niles,MI,49120-1768,107,0,0,2,0,2,3,3,0,0,0,10
142043,Nixon's Grocery,15998 W Brant Rd,Brant,MI,48614-1695,483,0,0,1,0,0,0,2,0,0,0,3
141075,North End Party Store,502 N Cochran Ave,Charlotte,MI,48813,245,0,0,0,0,1,1,1,0,0,0,3
142623,North Muskegon High Schoo,1507 Mills Ave,North Muskegon,MI,49445-9613,662,56,0,0,0,0,0,0,0,0,0,56
172801,North Shore Market,16177 Seymour Rd,Linden,MI,48451-4525,243,0,0,0,0,0,1,1,0,0,0,2
141072,Northern Heights Citgo,11031 Northland Dr,Big Rapids,MI,49307-1768,764,0,0,5,0,2,2,3,0,0,0,12
142556,Northside Market,6388 Bryant Rd.,Ludington,MI,49431-1768,661,0,0,5,0,2,3,1,0,0,0,11
142559,Northside Party Store,2260 N. State St,Ionia,MI,48846-1818,104,0,0,0,0,0,1,1,0,0,0,2
142591,Northville High School,45700 Six Mile Road,Northville,MI,48168-1428,557,0,0,1,0,0,0,0,0,0,0,1
142578,Norton Mini Mart,3381 McCracken,Muskegon,MI,49441-1768,660,0,0,3,0,1,0,1,0,0,0,5
142814,Nuvu Fuels,1578 US-31 S,Manistee,MI,49660-4525,766,0,0,1,0,1,2,1,0,0,0,5
151719,Oakland Christian School,3075 Shimmons Rr.,Auburn Hills,MI,48326-0009,1004,0,0,0,0,0,2,0,0,0,0,2
150495,Ole Dam Rd Party Store,6622 W M-72 Hwy,Grayling,MI,49738,371,0,0,0,0,0,0,1,0,0,0,1
151030,Oliver Gramm LLC,9866 Cherry Valley Ave SE,Caledonia,MI,49316,104,,0,1,0,0,0,0,8,0,0,9
151020,OM Petroleum1 Inc.,4967 Lumber Jack Rd.,Elm Hall,MI,48830-1768,765,0,0,0,0,0,2,2,0,0,0,4
150036,Orchard Market Fruitport,6530 Airline Rd,Fruitport,MI,49415-7911,660,0,0,10,0,0,0,0,0,0,0,10
150035,Orchard Market Spring Lak,17026 Lloyds Bayou Dr,Spring Lake,MI,49456-7911,660,0,0,5,0,2,0,2,0,0,0,9
155145,Otsego Alamo Elementary,8184 N. 6th St,Kalamazoo,MI,49009-9613,113,26,0,0,0,0,0,0,0,0,0,26
155144,Otsego Dix Street Element,503 Dix Street,Otsego,MI,49078-9613,113,35,0,0,0,0,0,0,0,0,0,35
155141,Otsego High School,550 Washington St,Otsego,MI,49078-9613,113,32,0,0,0,0,0,0,0,0,0,32
155142,Otsego Middle School,540 Washington St,Otsego,MI,49078-9613,113,34,0,0,0,0,0,0,0,0,0,34
155143,Otsego Washington St Midd,538 Washington St,Otsego,MI,49078-9613,113,22,0,0,0,0,0,0,0,0,0,22
157261,Ovid Elsie E.E. Knight,215 Tyler Drive,Elsie,MI,48831-9613,240,25,0,0,0,0,0,0,0,0,0,25
157262,Ovid Elsie High School,8989 Colony Road,Elsie,MI,48831-9613,240,16,0,0,0,0,0,0,0,0,0,16
157263,Ovid Elsie Leonard Elem,732 N Mabbit Road,Ovid,MI,48866-9613,240,26,0,0,0,0,0,0,0,0,0,26
157264,Ovid Elsie Middle School,4041 N Hollister Rd,Elsie,MI,48831-9613,240,16,0,0,0,0,0,0,0,0,0,16
161793,Ox's Smoked Meats,113 W. Main St,Westphalia,MI,48894-1818,243,0,0,0,0,2,1,1,0,0,0,4
160014,Paisley's Sugar Shack,5490 Butman Rd,Gladwin,MI,48624,484,0,0,7,0,2,1,2,0,0,0,12
141678,Pan Northside Beverage,135 N Main St,Three Rivers,MI,49093,101,0,0,4,0,1,1,1,0,0,0,7
160341,Patriot Party Mart,517 N State St,Caro,MI,48723-1695,480,,0,3,0,2,3,3,0,0,0,11
162592,Pentwater Convenience Cen,4374 W Monroe Rd,Pentwater,MI,49449-1768,662,0,0,5,0,2,3,1,0,0,0,11
162016,Perks of Frankfort,429 Main St,Frankfort,MI,49635,766,0,0,3,0,0,0,0,0,0,0,3
160505,Pete's Party and Supply L,6521 N US 23,Oscoda,MI,48750-6610,484,0,0,1,0,0,0,1,0,0,0,2
130627,Petro P Fennville BP #402,409 East Main Street,Fennville,MI,49408-9613,119,0,0,2,0,2,2,1,0,0,0,7
130634,Petro P Yellow Jacket,12011 Lake Michigan,West Olive,MI,49060-9738,663,0,0,7,0,3,6,1,0,0,0,17
130633,Petro P-Bay Park Holland,372 E Lakewood Blvd,Holland,MI,49424-9613,115,0,0,3,0,0,2,0,0,0,0,5
130632,Petro P-Caledonia BP #430,9633 Cherry Valley,Caledonia,MI,49316-9613,104,0,0,2,0,2,0,1,0,0,0,5
130623,Petro P-Centerpoint Mar #,2560 E Beltline Ave SE,Grand Rapids,MI,49546-9613,107,0,0,2,0,1,1,0,0,0,0,4
130607,Petro P-Cornerstone BP #3,1169 East Beltline NE,Grand Rapids,MI,49505-9613,106,0,0,5,0,3,3,3,0,0,0,14
130636,Petro P-Dorr Marathon #47,4204 18th St,Dorr,MI,49323,113,0,0,4,0,2,2,2,0,0,0,10
130609,Petro P-Fillmore BP #370,762 Cabill Drive,Holland,MI,49423-9613,115,0,0,2,0,2,3,3,0,0,0,10
130615,Petro P-Gun Lake BP 415,1515 S. Patterson,Wayland,MI,49348-9613,101,0,0,3,0,1,3,2,0,0,0,9
130625,Petro P-Hamilton Marathon,3416 Lincoln Rd,Hamilton,MI,49419-9613,103,0,0,1,0,2,3,0,0,0,0,6
130602,Petro P-Rivertown Maratho,3980 44th St SW,Grandville,MI,49418-9613,102,0,0,0,0,0,1,1,0,0,0,2
130629,Petro P-Stanton Junction,9170 US 31,West Olive,MI,49460-9613,663,0,0,3,0,2,5,4,0,0,0,14
160036,Pic -n- Pac,5187 S. Henry,Muskegon,MI,49444-1768,660,0,0,7,0,2,1,3,0,0,0,13
160030,Pickard St Citgo,910 W Pickard St,Mt Pleasant,MI,48858-1818,481,0,0,4,0,0,4,4,0,0,0,12
160542,Pierside 23,2490 E Huron Rd,Au Gres,MI,48703-1695,484,0,0,2,0,1,2,3,0,0,0,8
160039,Pinckney Bakery,169 E. Main St,Pinckney,MI,48169-4525,242,0,0,0,0,0,3,0,0,0,0,3
160610,Plane Food Market LLC,121 East Elizabeth St,Stockbridge,MI,49285-2143,242,0,0,1,0,1,0,0,0,0,0,2
161044,Prescott Party Store,107 Sage Lake Rd,Prescott,MI,48756,484,0,0,5,0,3,1,1,0,0,0,10
180596,Quick Stop 17,6015 S M 52,Owosso,MI,48867-9725,243,0,0,4,0,1,2,2,0,0,0,9
180597,Quick Stop 18,135 S Saginaw St,Byron,MI,48418-9725,243,0,0,5,0,1,3,1,0,0,0,10
180594,Quick Stop 19,1740 W Main St,Owosso,MI,48867-9725,483,0,0,8,0,3,5,4,0,0,0,20
180599,Quick Stop 21,441 West Main St,Flushing,MI,48433-9725,483,0,0,4,0,2,2,2,0,0,0,10
180598,Quick Stop 22,8995 E M 21,Corunna,MI,48817-9725,483,0,0,2,0,1,2,2,0,0,0,7
180592,Quick Stop 26,8982 E. Lansing Rd,Durand,MI,48429-9725,241,0,0,2,0,1,2,3,0,0,0,8
170527,Quickwater Coffee ( KEY #,8 E Bridge St NE Ste 102,Rockford,MI,49341-3080,106,0,0,9,0,0,0,0,0,0,0,9
182635,R & S Party Store,3543 Byron Center,Wyoming,MI,49509-1768,102,,0,0,0,0,1,0,0,0,0,1
182634,R Store,582 10th Street,Plainwell,MI,49080,113,0,0,2,0,2,2,2,0,0,0,8
180536,Ralph's Food Market,655 Leonard St. NW,Grand Rapids,MI,49504,108,0,0,19,0,6,1,2,0,0,0,28
181206,Ray's Drive In,20 N. Beacon Blvd,Grand Haven,MI,49417-4525,660,0,0,0,0,0,0,0,8,0,0,8
181871,Ray's Mini Mart-OutdoorPS,2210 Holton Rd.,Muskegon,MI,49445,662,0,0,6,0,1,2,2,0,0,0,11
182624,Rescue Mission,400 W. Laketon,Muskegon,MI,49442-3080,660,0,0,10,0,0,0,0,0,0,0,10
180558,Rich's Country Store,6237 Bishop Rd,Lansing,MI,48911-1768,242,0,0,4,0,2,1,1,0,0,0,8
180030,Riverdale High Hills,10958 W. Monroe Rd,Riverdale,MI,48877-1768,765,0,0,3,0,2,3,3,0,0,0,11
